23,76,63,11,75,43,46,37,21,35
1.9444364623128385,1.8588547265565174,1.9344659965174775,2.148817064849818,2.040960173265513,2.0767013621896155,2.148817064849818,2.019300660519481,1.8573576475955835,1.9683817454181447
1.9444364623128385,1.8588547265565174,1.9344659965174775,2.148817064849818,2.040960173265513,2.0767013621896155,2.148817064849818,2.019300660519481,1.8573576475955835,1.9683817454181447
41,11,61,64,28,67,22,82,60,42
9.079297043025052,8.70938660618396,8.468476931806773,8.613959414955355,8.53766069549208,8.624062010324005,8.469358430217856,9.079297043025054,8.608563090693076,8.512148316976651
9.079297043025052,8.70938660618396,8.468476931806773,8.613959414955355,8.53766069549208,8.624062010324005,8.469358430217856,9.079297043025054,8.608563090693076,8.512148316976651
85,56,57,63,77,18,43,91,42,52
2.0751964990524483,2.1291584220683606,2.074262566572243,2.5844731939458607,2.0699923089400767,2.5844731939458607,2.4158398931172824,2.046141093286412,2.0366596285769103,2.146337610318726
2.0751964990524483,2.1291584220683606,2.074262566572243,2.5844731939458607,2.0699923089400767,2.5844731939458607,2.4158398931172824,2.046141093286412,2.0366596285769103,2.146337610318726
73,28,37,96,99,80,13,98,78,46
9.670334126443297,9.336027157512774,9.368044566306931,9.208375247009483,9.172715070802226,9.246646562401143,9.146386419005262,9.320223391892071,9.348249932429805,9.670334126443297
9.670334126443297,9.336027157512774,9.368044566306931,9.208375247009483,9.172715070802226,9.246646562401143,9.146386419005262,9.320223391892071,9.348249932429805,9.670334126443297
45,62,50,67,14,36,24,7,4,80
1.770034186530806,1.612303084079749,1.646672591767898,2.105405130780573,1.8065825154313362,1.532929167906949,1.5882474885613458,1.8539355046643589,1.6609924113331245,2.105405130780573
1.770034186530806,1.612303084079749,1.646672591767898,2.105405130780573,1.8065825154313362,1.532929167906949,1.5882474885613458,1.8539355046643589,1.6609924113331245,2.105405130780573
51,39,26,29,4,42,69,95,80,8
7.3182736221482525,6.930734369125559,7.090407525740483,6.952289435361808,7.3182736221482525,7.161285064064015,7.1570786921321385,7.046790026597363,7.06161717375066,6.886041479378919
7.3182736221482525,6.930734369125559,7.090407525740483,6.952289435361808,7.3182736221482525,7.161285064064015,7.1570786921321385,7.046790026597363,7.06161717375066,6.886041479378919
25,68,70,61,64,31,10,23,7,74
2.0474637466191457,1.7320666342787125,1.7412946887750822,2.5358394409879783,2.5358394409879783,1.7569079968337469,1.6612744073096424,1.6912881273111549,2.170771524901548,1.9022222610709312
2.0474637466191457,1.7320666342787125,1.7412946887750822,2.5358394409879783,2.5358394409879783,1.7569079968337469,1.6612744073096424,1.6912881273111549,2.170771524901548,1.9022222610709312
74,46,65,57,83,9,64,58,41,12
11.79471320148344,10.008812758995424,9.274733851748284,9.209008239526552,9.253792585611265,9.281869991909964,9.636695836035189,9.229822800934478,11.79471320148344,9.310302255261293
11.79471320148344,10.008812758995424,9.274733851748284,9.209008239526552,9.253792585611265,9.281869991909964,9.636695836035189,9.229822800934478,11.79471320148344,9.310302255261293
83,96,90,28,65,33,75,13,32,80
2.4053506901380532,1.980560523193133,2.5209343864455023,2.433771178823887,2.3080846773571806,2.2512605303244464,2.2880852668815037,2.63915113007282,2.415752754210153,2.63915113007282
2.4053506901380532,1.980560523193133,2.5209343864455023,2.433771178823887,2.3080846773571806,2.2512605303244464,2.2880852668815037,2.63915113007282,2.415752754210153,2.63915113007282
